PassengerId,Pclass,Sex,Age,SibSp,ParCh,Ticket,Fare,Cabin,Embarked
695,2,1,7,1,1,0,2,1,1
696,3,1,6,1,1,0,2,1,1
697,3,2,3,1,1,0,2,1,3
698,1,1,6,2,2,0,5,1,2
699,3,1,6,1,1,0,2,1,1
700,1,2,3,2,1,1,6,1,2
701,1,1,5,1,1,1,3,1,1
702,3,2,3,1,2,0,2,1,2
703,3,1,4,1,1,0,2,1,3
704,3,1,5,2,1,0,2,1,1
705,2,1,6,1,1,0,3,1,1
706,2,2,6,1,1,0,2,1,1
707,1,1,6,1,1,1,3,1,1
708,1,2,4,1,1,0,6,1,1
709,3,1,5,2,2,0,2,1,2
710,1,2,4,1,1,1,3,1,2
711,1,1,6,1,1,0,3,1,1
712,1,1,6,2,1,0,3,1,1
713,3,1,5,1,1,0,2,1,1
714,2,1,7,1,1,0,2,1,1
715,3,1,4,1,1,0,2,1,1
716,1,2,6,1,1,1,6,1,2
717,2,2,5,1,1,0,2,1,1
718,3,1,5,1,1,0,2,1,3
719,3,1,5,1,1,0,2,1,1
720,2,2,2,1,2,0,3,1,1
721,3,1,3,2,1,0,2,1,1
722,2,1,5,1,1,0,2,1,1
723,2,1,6,1,1,0,2,1,1
724,1,1,5,2,1,0,3,1,1
725,3,1,4,1,1,0,2,1,1
726,2,2,5,3,1,0,2,1,1
727,3,2,3,1,1,0,2,1,3
728,2,1,4,2,1,0,3,1,1
729,3,2,4,2,1,0,2,1,1
730,1,2,5,1,1,0,6,1,1
731,3,1,2,1,1,0,2,1,2
732,2,1,5,1,1,0,2,1,1
733,2,1,4,1,1,0,2,1,1
734,2,1,4,1,1,0,2,1,1
735,3,1,5,1,1,0,2,1,1
736,3,2,6,2,2,0,3,1,1
737,1,1,5,1,1,1,6,1,2
738,3,1,5,1,1,0,2,1,1
739,3,1,5,1,1,0,2,1,1
740,1,1,6,1,1,0,3,1,1
741,1,1,6,2,1,0,4,1,1
742,1,2,4,3,2,1,6,1,2
743,3,1,4,2,1,0,2,1,1
744,3,1,5,1,1,0,2,1,1
745,1,1,8,2,2,0,4,1,1
746,3,1,3,2,2,0,2,1,1
747,2,2,5,1,1,0,2,1,1
748,1,1,4,2,1,0,3,1,1
749,3,1,5,1,1,0,2,1,3
750,2,2,1,2,2,0,2,1,1
751,3,1,2,1,2,0,2,1,1
752,3,1,5,1,1,0,2,1,1
753,3,1,4,1,1,0,2,1,1
754,2,2,6,2,2,0,4,1,1
755,2,1,1,2,2,0,2,1,1
756,3,1,5,1,1,0,2,1,1
757,2,1,3,1,1,0,2,1,1
758,3,1,5,1,1,0,2,1,1
759,1,2,5,1,1,0,5,1,1
760,3,1,5,1,1,0,2,1,1
761,3,1,6,1,1,0,2,1,1
762,3,1,4,1,1,0,2,1,2
763,1,2,6,2,2,0,5,1,1
764,3,1,3,1,1,0,2,1,1
765,1,2,7,2,1,0,4,1,1
766,1,1,6,1,1,0,3,1,2
767,3,2,5,1,1,0,2,1,3
768,3,1,5,2,1,0,2,1,3
769,3,1,5,1,1,0,2,1,1
770,3,1,4,1,1,0,2,1,1
771,3,1,6,1,1,0,2,1,1
772,2,2,7,1,1,0,2,1,1
773,3,1,5,1,1,0,2,1,2
774,2,2,7,2,2,0,2,1,1
775,3,1,3,1,1,0,2,1,1
776,3,1,5,1,1,0,2,1,3
777,3,2,1,1,1,0,2,1,1
778,3,1,5,1,1,0,2,1,3
779,1,2,6,1,2,0,6,1,1
780,3,2,2,1,1,0,2,1,2
781,1,2,3,2,1,0,4,1,1
782,1,1,5,1,1,0,3,1,1
783,3,1,5,2,2,0,2,1,1
784,3,1,4,1,1,0,2,1,1
785,3,1,4,1,1,0,2,1,1
786,3,2,3,1,1,0,2,1,1
787,3,1,2,3,2,0,3,1,3
788,3,1,1,2,2,0,2,1,1
789,1,1,6,1,1,1,4,1,2
790,3,1,5,1,1,0,2,1,3
791,2,1,3,1,1,0,3,1,1
792,3,2,3,3,2,0,4,1,1
793,1,1,6,1,1,1,3,1,2
794,3,1,4,1,1,0,2,1,1
795,2,1,6,1,1,0,2,1,1
796,1,2,6,1,1,0,3,1,1
797,3,2,5,1,1,0,2,1,1
798,3,1,5,1,1,0,2,1,2
799,3,2,5,2,2,0,2,1,1
800,2,1,5,1,1,0,2,1,1
801,2,2,5,2,2,0,3,1,1
802,1,1,2,2,2,0,5,1,1
803,3,1,1,1,2,0,2,1,2
804,3,1,5,1,1,0,2,1,1
805,3,1,5,1,1,0,2,1,1
806,1,1,6,1,1,0,2,1,1
807,3,2,3,1,1,0,2,1,1
808,2,1,6,1,1,0,2,1,1
809,1,2,5,2,1,0,3,1,1
810,3,1,5,1,1,0,2,1,1
811,3,1,6,1,1,0,2,1,1
812,2,1,5,1,1,0,2,1,1
813,3,2,2,3,2,0,3,1,1
814,3,1,5,1,1,0,2,1,1
815,1,1,6,1,1,0,2,1,1
816,3,2,4,1,1,0,2,1,1
817,2,1,5,2,2,0,3,1,2
818,3,1,6,1,1,0,2,1,1
819,3,1,2,3,2,0,3,1,1
820,1,2,7,2,2,0,5,1,1
821,3,1,5,1,1,0,2,1,1
822,1,1,6,1,1,0,2,1,1
823,3,2,5,1,2,0,2,1,1
824,3,1,1,3,2,0,3,1,1
825,3,1,5,1,1,0,2,1,3
826,3,1,5,1,1,0,4,1,1
827,2,1,1,1,2,0,3,1,2
828,3,1,5,1,1,0,2,1,3
829,1,2,7,1,1,0,4,1,1
830,3,2,3,2,1,0,2,1,2
831,2,1,1,2,2,0,2,1,1
832,3,1,5,1,1,0,2,1,2
833,3,1,4,1,1,0,2,1,1
834,3,1,3,1,1,0,2,1,1
835,1,2,6,2,2,1,4,1,2
836,3,1,4,1,1,0,2,1,1
837,3,1,5,1,1,0,2,1,1
838,3,1,5,1,1,0,4,1,1
839,1,1,6,1,1,0,3,1,2
840,3,1,4,1,1,0,2,1,1
841,2,1,3,1,1,0,2,1,1
842,1,2,5,1,1,0,3,1,2
843,3,1,5,1,1,0,2,1,2
844,3,1,3,1,1,0,2,1,1
845,3,1,6,1,1,0,2,1,1
846,3,1,5,3,2,0,4,1,1
847,3,1,5,1,1,0,2,1,2
848,2,1,5,1,2,0,3,1,1
849,1,2,6,2,1,0,5,1,2
850,3,1,1,3,2,0,3,1,1
851,3,1,8,1,1,0,2,1,1
852,3,2,2,2,2,0,2,1,2
853,1,2,3,1,2,1,3,1,1
854,2,2,6,2,1,0,3,1,1
855,3,2,3,1,2,0,2,1,1
856,1,2,6,2,2,0,6,1,1
857,1,1,7,1,1,0,3,1,1
858,3,2,4,1,2,0,2,1,2
859,3,1,5,1,1,0,2,1,2
860,3,1,6,3,1,0,2,1,1
861,2,1,4,2,1,0,2,1,1
862,1,2,6,1,1,0,3,1,1
863,3,2,3,3,2,0,4,1,1
864,2,1,4,1,1,0,2,1,1
865,2,2,6,1,1,0,2,1,1
866,2,2,5,2,1,0,2,1,2
867,1,1,5,1,1,1,3,1,1
868,3,1,5,1,1,0,2,1,1
869,3,1,1,2,2,0,2,1,1
870,3,1,5,1,1,0,2,1,1
871,1,2,6,2,2,0,3,1,1
872,1,1,5,1,1,0,2,1,1
873,3,1,6,1,1,0,2,1,1
874,2,2,5,2,1,0,2,1,2
875,3,2,3,1,1,0,2,1,2
876,3,1,4,1,1,0,2,1,1
877,3,1,4,1,1,0,2,1,1
878,3,1,5,1,1,0,2,1,1
879,1,2,7,1,2,0,4,1,2
880,2,2,4,1,2,0,3,1,1
881,3,1,5,1,1,0,2,1,1
882,3,2,4,1,1,0,2,1,1
883,2,1,5,1,1,0,2,1,1
884,3,1,4,1,1,0,2,1,1
885,3,2,6,1,2,0,3,1,3
886,2,1,5,1,1,0,2,1,1
887,1,2,4,1,1,0,3,1,1
888,3,2,3,2,2,0,2,1,1
889,1,1,5,1,1,0,3,1,2
890,3,1,5,1,1,0,2,1,3
